Timestep,Road_number,Vehicle_density,Vehicles_Exiting
597,5,2.3,0
597,6,2.3,0
597,7,2.26,0
598,1,1.64,3
598,2,1.82,4
598,3,1.6,11
598,4,348.6,1
598,5,2.32,0
598,6,2.3,0
598,7,2.26,0
599,1,1.64,6
599,2,1.82,2
599,3,1.6,3
599,4,338.8,0
599,5,2.32,0
599,6,2.3,0
599,7,2.28,0
600,1,1.64,3
600,2,1.82,1
600,3,1.6,3
600,4,341.0,0
600,5,2.32,0
600,6,2.3,0
600,7,2.28,0
601,1,1.64,4
601,2,1.82,18
601,3,1.6,7
601,4,342.4,1
601,5,2.32,0
601,6,2.3,0
601,7,2.28,0
602,1,1.64,21
602,2,1.82,7
602,3,1.6,6
602,4,340.2,0
602,5,2.34,0
602,6,2.3,0
602,7,2.28,0
603,1,1.64,8
603,2,1.82,3
603,3,1.6,3
603,4,347.0,0
603,5,2.34,0
603,6,2.3,0
603,7,2.28,0
604,1,1.64,1
604,2,1.82,21
604,3,1.6,9
604,4,349.8,0
604,5,2.34,0
604,6,2.3,0
604,7,2.28,0
605,1,1.64,4
605,2,1.82,11
605,3,1.6,4
605,4,356.0,1
605,5,2.34,0
605,6,2.3,0
605,7,2.28,0
606,1,1.64,7
606,2,1.82,5
606,3,1.62,8
606,4,356.8,0
606,5,2.34,0
606,6,2.32,0
606,7,2.28,0
607,1,1.64,8
607,2,1.82,10
607,3,1.62,13
607,4,360.8,1
607,5,2.34,0
607,6,2.32,0
607,7,2.28,0
608,1,1.64,5
608,2,1.82,6
608,3,1.62,10
608,4,355.6,0
608,5,2.34,0
608,6,2.32,0
608,7,2.3,0
609,1,1.64,6
609,2,1.82,4
609,3,1.62,8
609,4,359.8,0
609,5,2.34,0
609,6,2.32,0
609,7,2.3,0
610,1,1.64,5
610,2,1.82,12
610,3,1.62,4
610,4,363.4,0
610,5,2.34,0
610,6,2.32,0
610,7,2.3,0
611,1,1.64,1
611,2,1.82,5
611,3,1.62,13
611,4,367.6,1
611,5,2.34,0
611,6,2.32,0
611,7,2.3,0
612,1,1.64,4
612,2,1.82,11
612,3,1.62,15
612,4,358.6,1
612,5,2.36,0
612,6,2.32,0
612,7,2.3,0
613,1,1.64,7
613,2,1.82,2
613,3,1.62,1
613,4,362.2,0
613,5,2.36,0
613,6,2.34,0
613,7,2.3,0
614,1,1.64,6
614,2,1.82,4
614,3,1.62,7
614,4,364.2,0
614,5,2.36,0
614,6,2.34,0
614,7,2.3,0
615,1,1.64,1
615,2,1.82,6
615,3,1.62,3
615,4,367.6,1
615,5,2.36,0
615,6,2.34,0
615,7,2.3,0
616,1,1.66,11
616,2,1.82,4
616,3,1.62,5
616,4,360.0,0
616,5,2.36,0
616,6,2.34,0
616,7,2.32,0
617,1,1.66,7
617,2,1.82,7
617,3,1.62,2
617,4,364.0,0
617,5,2.36,0
617,6,2.34,0
617,7,2.32,0
618,1,1.66,5
618,2,1.82,7
618,3,1.62,5
618,4,367.2,0
618,5,2.36,0
618,6,2.34,0
618,7,2.32,0
619,1,1.66,1
619,2,1.84,19
619,3,1.62,10
619,4,370.6,0
619,5,2.36,0
619,6,2.34,0
619,7,2.32,0
620,1,1.66,5
620,2,1.84,4
620,3,1.62,5
620,4,376.6,0
620,5,2.36,0
620,6,2.34,0
620,7,2.32,0
621,1,1.66,6
621,2,1.84,15
621,3,1.62,4
621,4,379.4,0
621,5,2.36,0
621,6,2.34,0
621,7,2.32,0
622,1,1.68,28
622,2,1.86,22
622,3,1.62,6
622,4,384.4,3
622,5,2.36,0
622,6,2.34,0
622,7,2.32,0
623,1,1.68,8
623,2,1.86,5
623,3,1.62,7
623,4,379.4,1
623,5,2.38,0
623,6,2.36,0
623,7,2.34,0
624,1,1.68,10
624,2,1.86,6
624,3,1.62,7
624,4,370.4,0
624,5,2.38,0
624,6,2.36,0
624,7,2.36,0
625,1,1.68,5
625,2,1.86,14
625,3,1.62,4
625,4,375.0,0
625,5,2.38,0
625,6,2.36,0
625,7,2.36,0
626,1,1.68,7
626,2,1.86,12
626,3,1.62,22
626,4,379.6,1
626,5,2.38,0
626,6,2.36,0
626,7,2.36,0
627,1,1.68,4
627,2,1.86,5
627,3,1.62,6
627,4,375.4,1
627,5,2.4,0
627,6,2.36,0
627,7,2.36,0
628,1,1.68,4
628,2,1.86,3
628,3,1.62,8
628,4,364.8,0
628,5,2.4,0
628,6,2.38,0
628,7,2.36,0
629,1,1.68,4
629,2,1.86,8
629,3,1.62,10
629,4,367.8,0
629,5,2.4,0
629,6,2.38,0
629,7,2.36,0
630,1,1.68,7
630,2,1.86,4
630,3,1.62,6
630,4,372.2,1
630,5,2.4,0
630,6,2.38,0
630,7,2.36,0
631,1,1.68,1
631,2,1.86,3
631,3,1.62,4
631,4,360.8,0
631,5,2.42,0
631,6,2.38,0
631,7,2.36,0
632,1,1.68,7
632,2,1.86,15
632,3,1.62,6
632,4,362.4,1
632,5,2.42,0
632,6,2.38,0
632,7,2.36,0
633,1,1.68,4
633,2,1.86,7
633,3,1.62,7
633,4,356.2,1
633,5,2.44,0
633,6,2.38,0
633,7,2.36,0
634,1,1.68,4
634,2,1.86,1
634,3,1.62,5
634,4,348.4,0
634,5,2.44,0
634,6,2.4,0
634,7,2.36,0
635,1,1.68,3
635,2,1.86,4
635,3,1.62,0
635,4,350.4,0
635,5,2.44,0
635,6,2.4,0
635,7,2.36,0
636,1,1.68,7
636,2,1.86,2
636,3,1.62,7
636,4,351.8,0
636,5,2.44,0
636,6,2.4,0
636,7,2.36,0
637,1,1.68,2
637,2,1.86,17
637,3,1.62,10
637,4,355.0,0
637,5,2.44,0
637,6,2.4,0
637,7,2.36,0
638,1,1.68,8
638,2,1.86,2
638,3,1.62,4
638,4,360.8,0
638,5,2.44,0
638,6,2.4,0
638,7,2.36,0
639,1,1.68,5
639,2,1.86,1
639,3,1.62,3
639,4,363.6,0
639,5,2.44,0
639,6,2.4,0
639,7,2.36,0
640,1,1.68,2
640,2,1.86,4
640,3,1.62,7
640,4,365.4,0
640,5,2.44,0
640,6,2.4,0
640,7,2.36,0
641,1,1.68,6
641,2,1.86,2
641,3,1.62,6
641,4,368.0,0
641,5,2.44,0
641,6,2.4,0
641,7,2.36,0
642,1,1.68,27
642,2,1.86,6
642,3,1.62,4
642,4,370.8,1
642,5,2.44,0
642,6,2.4,0
642,7,2.36,0
643,1,1.68,2
643,2,1.86,8
643,3,1.62,4
643,4,373.0,0
643,5,2.44,0
643,6,2.4,0
643,7,2.38,0
644,1,1.68,10
644,2,1.86,3
644,3,1.62,3
644,4,375.8,0
644,5,2.44,0
644,6,2.4,0
644,7,2.38,0
645,1,1.68,2
645,2,1.86,4
645,3,1.62,21
645,4,379.0,0
645,5,2.44,0
645,6,2.4,0
645,7,2.38,0
646,1,1.68,7
646,2,1.88,2
646,3,1.62,11
646,4,384.4,0
646,5,2.44,0
646,6,2.4,0
646,7,2.38,0
647,1,1.68,9
647,2,1.88,5
647,3,1.64,4
647,4,388.4,0
647,5,2.44,0
647,6,2.4,0
647,7,2.38,0
648,1,1.7,7
648,2,1.88,14
648,3,1.64,7
648,4,392.0,0
648,5,2.44,0
648,6,2.4,0
648,7,2.38,0
649,1,1.7,4
649,2,1.88,13
649,3,1.64,3
649,4,397.6,0
649,5,2.44,0
649,6,2.4,0
649,7,2.38,0
650,1,1.7,6
650,2,1.9,11
650,3,1.64,6
650,4,401.6,0
650,5,2.44,0
650,6,2.4,0
650,7,2.38,0
651,1,1.7,2
651,2,1.9,12
651,3,1.64,9
651,4,406.2,1
651,5,2.44,0
651,6,2.4,0
651,7,2.38,0
652,1,1.7,3
652,2,1.9,14
652,3,1.64,5
652,4,399.2,1
652,5,2.46,0
652,6,2.4,0
652,7,2.38,0
653,1,1.7,8
653,2,1.9,6
653,3,1.64,3
653,4,393.4,0
653,5,2.46,0
653,6,2.4,0
653,7,2.4,0
654,1,1.7,2
654,2,1.9,8
654,3,1.64,7
654,4,396.8,0
654,5,2.46,0
654,6,2.4,0
654,7,2.4,0
655,1,1.7,1
655,2,1.9,5
655,3,1.64,8
655,4,400.2,1
655,5,2.46,0
655,6,2.4,0
655,7,2.4,0
656,1,1.7,14
656,2,1.9,4
656,3,1.64,6
656,4,395.2,0
656,5,2.48,0
656,6,2.4,0
656,7,2.4,0
657,1,1.7,18
657,2,1.9,7
657,3,1.64,7
657,4,400.0,0
657,5,2.48,0
657,6,2.4,0
657,7,2.4,0
658,1,1.7,12
658,2,1.9,8
658,3,1.64,7
658,4,406.4,0
658,5,2.48,0
658,6,2.4,0
658,7,2.4,0
659,1,1.7,4
659,2,1.9,3
659,3,1.64,10
659,4,411.8,1
659,5,2.48,0
659,6,2.4,0
659,7,2.4,0
660,1,1.7,7
660,2,1.9,2
660,3,1.66,4
660,4,407.6,0
660,5,2.48,0
660,6,2.4,0
660,7,2.42,0
661,1,1.7,1
661,2,1.9,1
661,3,1.66,8
661,4,410.2,0
661,5,2.48,0
661,6,2.4,0
661,7,2.42,0
662,1,1.7,5
662,2,1.9,2
662,3,1.66,3
662,4,412.2,0
662,5,2.48,0
662,6,2.4,0
662,7,2.42,0
663,1,1.7,5
663,2,1.9,8
663,3,1.66,10
663,4,414.2,0
663,5,2.48,0
663,6,2.4,0
663,7,2.42,0
664,1,1.7,4
664,2,1.9,2
664,3,1.66,19
664,4,418.8,0
664,5,2.48,0
664,6,2.4,0
664,7,2.42,0
665,1,1.7,4
665,2,1.9,6
665,3,1.66,3
665,4,423.8,0
665,5,2.48,0
665,6,2.4,0
665,7,2.42,0
666,1,1.7,7
666,2,1.9,4
666,3,1.68,3
666,4,426.4,0
666,5,2.48,0
666,6,2.4,0
666,7,2.42,0
667,1,1.7,1
667,2,1.9,19
667,3,1.68,1
667,4,429.2,0
667,5,2.48,0
667,6,2.4,0
667,7,2.42,0
668,1,1.7,16
668,2,1.92,17
668,3,1.68,2
668,4,433.4,0
668,5,2.48,0
668,6,2.4,0
668,7,2.42,0
669,1,1.7,18
669,2,1.92,16
669,3,1.68,3
669,4,440.4,0
669,5,2.48,0
669,6,2.4,0
669,7,2.42,0
670,1,1.7,4
670,2,1.92,17
670,3,1.68,4
670,4,447.8,0
670,5,2.48,0
670,6,2.4,0
670,7,2.42,0
671,1,1.7,3
671,2,1.94,5
671,3,1.68,18
671,4,452.8,0
671,5,2.48,0
671,6,2.4,0
671,7,2.42,0
672,1,1.7,10
672,2,1.94,2
672,3,1.7,10
672,4,458.0,1
672,5,2.48,0
672,6,2.4,0
672,7,2.42,0
673,1,1.7,7
673,2,1.94,10
673,3,1.7,5
673,4,456.8,1
673,5,2.48,0
673,6,2.42,0
673,7,2.42,0
674,1,1.7,10
674,2,1.94,11
674,3,1.7,7
674,4,444.8,0
674,5,2.48,0
674,6,2.42,0
674,7,2.44,0
675,1,1.7,13
675,2,1.94,3
675,3,1.7,7
675,4,450.4,0
675,5,2.48,0
675,6,2.42,0
675,7,2.44,0
676,1,1.7,20
676,2,1.94,4
676,3,1.7,10
676,4,455.0,0
676,5,2.48,0
676,6,2.42,0
676,7,2.44,0
677,1,1.7,17
677,2,1.94,9
677,3,1.7,1
677,4,461.8,1
677,5,2.48,0
677,6,2.42,0
677,7,2.44,0
678,1,1.72,3
678,2,1.96,6
678,3,1.7,2
678,4,463.4,1
678,5,2.5,0
678,6,2.42,0
678,7,2.44,0
679,1,1.72,8
679,2,1.96,6
679,3,1.7,9
679,4,448.8,0
679,5,2.5,0
679,6,2.44,0
679,7,2.44,0
680,1,1.72,4
680,2,1.96,7
680,3,1.7,4
680,4,453.4,0
680,5,2.5,0
680,6,2.44,0
680,7,2.44,0
681,1,1.72,2
681,2,1.96,17
681,3,1.7,6
681,4,456.4,1
681,5,2.5,0
681,6,2.44,0
681,7,2.44,0
682,1,1.72,8
682,2,1.96,14
682,3,1.7,3
682,4,453.8,0
682,5,2.52,0
682,6,2.44,0
682,7,2.44,0
683,1,1.72,4
683,2,1.96,6
683,3,1.7,8
683,4,458.8,0
683,5,2.52,0
683,6,2.44,0
683,7,2.44,0
684,1,1.72,12
684,2,1.96,5
684,3,1.7,11
684,4,462.4,0
684,5,2.52,0
684,6,2.44,0
684,7,2.44,0
685,1,1.72,3
685,2,1.96,6
685,3,1.72,13
685,4,468.0,0
685,5,2.52,0
685,6,2.44,0
685,7,2.44,0
686,1,1.72,5
686,2,1.98,9
686,3,1.72,3
686,4,472.4,1
686,5,2.52,0
686,6,2.44,0
686,7,2.44,0
687,1,1.72,6
687,2,1.98,2
687,3,1.72,2
687,4,465.0,0
687,5,2.52,0
687,6,2.44,0
687,7,2.46,0
688,1,1.72,8
688,2,1.98,1
688,3,1.72,11
688,4,467.0,0
688,5,2.52,0
688,6,2.44,0
688,7,2.46,0
689,1,1.72,10
689,2,1.98,5
689,3,1.72,21
689,4,471.0,0
689,5,2.52,0
689,6,2.44,0
689,7,2.46,0
690,1,1.72,15
690,2,1.98,9
690,3,1.72,10
690,4,478.2,1
690,5,2.52,0
690,6,2.44,0
690,7,2.46,0
691,1,1.72,20
691,2,1.98,9
691,3,1.74,4
691,4,477.2,1
691,5,2.54,0
691,6,2.44,0
691,7,2.46,0
692,1,1.72,9
692,2,1.98,6
692,3,1.74,15
692,4,477.0,0
692,5,2.54,0
692,6,2.46,0
692,7,2.46,0
693,1,1.72,5
693,2,1.98,17
693,3,1.74,5
693,4,483.0,0
693,5,2.54,0
693,6,2.46,0
693,7,2.46,0
694,1,1.72,3
694,2,1.98,5
694,3,1.74,5
694,4,488.4,1
694,5,2.54,0
694,6,2.46,0
694,7,2.46,0
695,1,1.72,12
695,2,1.98,5
695,3,1.74,9
695,4,479.8,0
695,5,2.54,0
695,6,2.46,0
695,7,2.48,0
696,1,1.72,4
696,2,1.98,9
696,3,1.74,9
696,4,485.0,1
696,5,2.54,0
696,6,2.46,0
696,7,2.48,0
697,1,1.72,5
697,2,1.98,7
697,3,1.74,5
697,4,481.4,1
697,5,2.56,0
697,6,2.46,0
697,7,2.48,0
698,1,1.72,8
698,2,1.98,3
698,3,1.74,2
698,4,471.8,0
698,5,2.56,0
698,6,2.48,0
698,7,2.48,0
699,1,1.72,5
699,2,1.98,7
699,3,1.74,12
699,4,474.4,0
699,5,2.56,0
699,6,2.48,0
699,7,2.48,0
700,1,1.72,3
700,2,1.98,23
700,3,1.74,7
700,4,479.2,1
700,5,2.56,0
700,6,2.48,0
700,7,2.48,0
701,1,1.72,6
701,2,1.98,12
701,3,1.74,0
701,4,479.8,0
701,5,2.58,0
701,6,2.48,0
701,7,2.48,0
702,1,1.72,3
702,2,1.98,3
702,3,1.74,7
702,4,483.4,0
702,5,2.58,0
702,6,2.48,0
702,7,2.48,0
703,1,1.72,4
703,2,1.98,3
703,3,1.74,2
703,4,486.0,0
703,5,2.58,0
703,6,2.48,0
703,7,2.48,0
704,1,1.72,1
704,2,1.98,3
704,3,1.74,11
704,4,487.8,1
704,5,2.58,0
704,6,2.48,0
704,7,2.48,0
705,1,1.72,4
705,2,1.98,3
705,3,1.74,4
705,4,479.6,0
705,5,2.58,0
705,6,2.48,0
705,7,2.5,0
706,1,1.72,3
706,2,1.98,6
706,3,1.74,7
706,4,481.8,0
706,5,2.58,0
706,6,2.48,0
706,7,2.5,0
707,1,1.72,10
707,2,1.98,9
707,3,1.74,2
707,4,485.0,0
707,5,2.58,0
707,6,2.48,0
707,7,2.5,0
708,1,1.72,6
708,2,1.98,4
708,3,1.74,6
708,4,489.2,0
708,5,2.58,0
708,6,2.48,0
708,7,2.5,0
709,1,1.72,2
709,2,1.98,12
709,3,1.74,8
709,4,492.4,0
709,5,2.58,0
709,6,2.48,0
709,7,2.5,0
710,1,1.72,5
710,2,1.98,5
710,3,1.74,2
710,4,496.8,0
710,5,2.58,0
710,6,2.48,0
710,7,2.5,0
711,1,1.72,23
711,2,1.98,8
711,3,1.74,4
711,4,499.2,0
711,5,2.58,0
711,6,2.48,0
711,7,2.5,0
712,1,1.72,14
712,2,1.98,4
712,3,1.74,1
712,4,506.2,0
712,5,2.58,0
712,6,2.48,0
712,7,2.5,0
713,1,1.72,5
713,2,1.98,5
713,3,1.74,4
713,4,510.0,0
713,5,2.58,0
713,6,2.48,0
713,7,2.5,0
714,1,1.72,3
714,2,1.98,6
714,3,1.74,2
714,4,512.8,0
714,5,2.58,0
714,6,2.48,0
714,7,2.5,0
715,1,1.72,13
715,2,1.98,7
715,3,1.74,18
715,4,515.0,0
715,5,2.58,0
715,6,2.48,0
715,7,2.5,0
716,1,1.72,5
716,2,1.98,19
716,3,1.74,8
716,4,522.6,0
716,5,2.58,0
716,6,2.48,0
716,7,2.5,0
717,1,1.72,14
717,2,1.98,12
717,3,1.74,5
717,4,529.0,0
717,5,2.58,0
717,6,2.48,0
717,7,2.5,0
718,1,1.72,7
718,2,1.98,7
718,3,1.74,7
718,4,535.2,1
718,5,2.58,0
718,6,2.48,0
718,7,2.5,0
719,1,1.72,3
719,2,1.98,11
719,3,1.74,19
719,4,530.4,0
719,5,2.6,0
719,6,2.48,0
719,7,2.5,0
720,1,1.72,8
720,2,1.98,10
720,3,1.74,5
720,4,537.0,0
720,5,2.6,0
720,6,2.48,0
720,7,2.5,0
721,1,1.72,6
721,2,1.98,6
721,3,1.74,1
721,4,541.6,1
721,5,2.6,0
721,6,2.48,0
721,7,2.5,0
722,1,1.72,6
722,2,1.98,6
722,3,1.74,4
722,4,532.6,0
722,5,2.6,0
722,6,2.5,0
722,7,2.5,0
723,1,1.72,5
723,2,1.98,5
723,3,1.74,0
723,4,535.8,0
723,5,2.6,0
723,6,2.5,0
723,7,2.5,0
724,1,1.72,2
724,2,1.98,2
724,3,1.74,9
724,4,537.8,0
724,5,2.6,0
724,6,2.5,0
724,7,2.5,0
725,1,1.72,5
725,2,1.98,3
725,3,1.74,12
725,4,540.4,0
725,5,2.6,0
725,6,2.5,0
725,7,2.5,0
726,1,1.72,29
726,2,1.98,8
726,3,1.74,22
726,4,544.4,0
726,5,2.6,0
726,6,2.5,0
726,7,2.5,0
727,1,1.72,16
727,2,1.98,2
727,3,1.76,9
727,4,556.2,0
727,5,2.6,0
727,6,2.5,0
727,7,2.5,0
728,1,1.72,6
728,2,1.98,4
728,3,1.76,9
728,4,561.6,0
728,5,2.6,0
728,6,2.5,0
728,7,2.5,0
729,1,1.74,4
729,2,2.0,15
729,3,1.76,8
729,4,565.4,1
729,5,2.6,0
729,6,2.5,0
729,7,2.5,0
730,1,1.74,8
730,2,2.0,26
730,3,1.76,7
730,4,560.2,0
730,5,2.6,0
730,6,2.52,0
730,7,2.5,0
731,1,1.74,4
731,2,2.0,22
731,3,1.76,11
731,4,568.4,0
731,5,2.6,0
731,6,2.52,0
731,7,2.5,0
732,1,1.74,5
732,2,2.0,8
732,3,1.76,8
732,4,575.8,1
732,5,2.6,0
732,6,2.52,0
732,7,2.5,0
733,1,1.74,9
733,2,2.0,8
733,3,1.78,7
733,4,573.8,0
733,5,2.6,0
733,6,2.52,0
733,7,2.52,0
734,1,1.74,4
734,2,2.0,11
734,3,1.78,7
734,4,578.6,1
734,5,2.6,0
734,6,2.52,0
734,7,2.52,0
735,1,1.74,8
735,2,2.0,11
735,3,1.78,11
735,4,569.8,0
735,5,2.62,0
735,6,2.52,0
735,7,2.52,0
736,1,1.74,13
736,2,2.0,6
736,3,1.78,9
736,4,575.8,1
736,5,2.62,0
736,6,2.52,0
736,7,2.52,0
737,1,1.74,7
737,2,2.0,3
737,3,1.78,2
737,4,569.4,0
737,5,2.62,0
737,6,2.52,0
737,7,2.54,0
738,1,1.74,7
738,2,2.0,17
738,3,1.78,5
738,4,571.8,0
738,5,2.62,0
738,6,2.52,0
738,7,2.54,0
739,1,1.74,6
739,2,2.0,3
739,3,1.78,8
739,4,577.6,0
739,5,2.62,0
739,6,2.52,0
739,7,2.54,0
740,1,1.74,16
740,2,2.0,8
740,3,1.78,16
740,4,581.0,0
740,5,2.62,0
740,6,2.52,0
740,7,2.54,0
741,1,1.74,2
741,2,2.0,18
741,3,1.78,5
741,4,589.0,0
741,5,2.62,0
741,6,2.52,0
741,7,2.54,0
742,1,1.74,1
742,2,2.02,31
742,3,1.78,12
742,4,594.0,0
742,5,2.62,0
742,6,2.52,0
742,7,2.54,0
743,1,1.74,17
743,2,2.02,20
743,3,1.78,5
743,4,602.8,1
743,5,2.62,0
743,6,2.52,0
743,7,2.54,0
744,1,1.74,9
744,2,2.02,6
744,3,1.78,8
744,4,603.0,0
744,5,2.62,0
744,6,2.52,0
744,7,2.56,0
745,1,1.74,23
745,2,2.02,9
745,3,1.78,10
745,4,607.6,0
745,5,2.62,0
745,6,2.52,0
745,7,2.56,0
746,1,1.74,12
746,2,2.02,7
746,3,1.78,16
746,4,616.0,0
746,5,2.62,0
746,6,2.52,0
746,7,2.56,0
747,1,1.74,13
747,2,2.02,5
747,3,1.78,6
747,4,623.0,0
747,5,2.62,0
747,6,2.52,0
747,7,2.56,0
748,1,1.74,2
748,2,2.02,10
748,3,1.8,12
748,4,627.8,1
748,5,2.62,0
748,6,2.52,0
748,7,2.56,0
749,1,1.74,6
749,2,2.04,5
749,3,1.8,2
749,4,617.6,0
749,5,2.64,0
749,6,2.52,0
749,7,2.56,0
750,1,1.74,9
750,2,2.04,13
750,3,1.8,4
750,4,620.2,0
750,5,2.64,0
750,6,2.52,0
750,7,2.56,0
751,1,1.74,2
751,2,2.04,8
751,3,1.8,9
751,4,625.4,0
751,5,2.64,0
751,6,2.52,0
751,7,2.56,0
752,1,1.74,7
752,2,2.04,10
752,3,1.8,7
752,4,629.2,0
752,5,2.64,0
752,6,2.52,0
752,7,2.56,0
753,1,1.74,2
753,2,2.04,3
753,3,1.8,11
753,4,634.0,1
753,5,2.64,0
753,6,2.52,0
753,7,2.56,0
754,1,1.74,7
754,2,2.04,27
754,3,1.82,8
754,4,618.8,0
754,5,2.66,0
754,6,2.52,0
754,7,2.56,0
755,1,1.74,3
755,2,2.06,26
755,3,1.82,5
755,4,627.2,0
755,5,2.66,0
755,6,2.52,0
755,7,2.56,0
756,1,1.74,4
756,2,2.06,8
756,3,1.82,18
756,4,634.0,0
756,5,2.66,0
756,6,2.52,0
756,7,2.56,0
757,1,1.74,9
757,2,2.06,7
757,3,1.82,8
757,4,640.0,1
757,5,2.66,0
757,6,2.52,0
757,7,2.56,0
758,1,1.74,7
758,2,2.06,7
758,3,1.82,22
758,4,631.8,1
758,5,2.68,0
758,6,2.52,0
758,7,2.56,0
759,1,1.74,10
759,2,2.06,10
759,3,1.82,8
759,4,632.8,1
759,5,2.68,0
759,6,2.54,0
759,7,2.56,0
760,1,1.74,9
760,2,2.06,2
760,3,1.82,4
760,4,626.2,0
760,5,2.68,0
760,6,2.54,0
760,7,2.58,0
761,1,1.74,10
761,2,2.06,6
761,3,1.82,6
761,4,629.2,0
761,5,2.68,0
761,6,2.54,0
761,7,2.58,0
762,1,1.74,4
762,2,2.06,3
762,3,1.82,6
762,4,633.6,0
762,5,2.68,0
762,6,2.54,0
762,7,2.58,0
763,1,1.76,3
763,2,2.06,1
763,3,1.82,7
763,4,636.2,0
763,5,2.68,0
763,6,2.54,0
763,7,2.58,0
764,1,1.76,5
764,2,2.06,3
764,3,1.82,5
764,4,638.4,1
764,5,2.68,0
764,6,2.54,0
764,7,2.58,0
765,1,1.76,7
765,2,2.06,4
765,3,1.82,2
765,4,634.6,0
765,5,2.7,0
765,6,2.54,0
765,7,2.58,0
766,1,1.76,21
766,2,2.06,0
766,3,1.82,13
766,4,637.2,0
766,5,2.7,0
766,6,2.54,0
766,7,2.58,0
767,1,1.76,18
767,2,2.06,9
767,3,1.82,5
767,4,644.0,0
767,5,2.7,0
767,6,2.54,0
767,7,2.58,0
768,1,1.78,10
768,2,2.06,10
768,3,1.82,5
768,4,650.4,0
768,5,2.7,0
768,6,2.54,0
768,7,2.58,0
769,1,1.78,8
769,2,2.06,5
769,3,1.82,18
769,4,655.4,0
769,5,2.7,0
769,6,2.54,0
769,7,2.58,0
770,1,1.78,4
770,2,2.08,15
770,3,1.84,4
770,4,661.6,0
770,5,2.7,0
770,6,2.54,0
770,7,2.58,0
771,1,1.78,3
771,2,2.08,5
771,3,1.84,25
771,4,666.2,0
771,5,2.7,0
771,6,2.54,0
771,7,2.58,0
772,1,1.78,3
772,2,2.08,24
772,3,1.84,10
772,4,672.8,0
772,5,2.7,0
772,6,2.54,0
772,7,2.58,0
773,1,1.78,1
773,2,2.1,21
773,3,1.84,3
773,4,680.2,0
773,5,2.7,0
773,6,2.54,0
773,7,2.58,0
774,1,1.78,3
774,2,2.1,7
774,3,1.84,9
774,4,685.2,0
774,5,2.7,0
774,6,2.54,0
774,7,2.58,0
775,1,1.78,5
775,2,2.1,17
775,3,1.84,4
775,4,689.0,0
775,5,2.7,0
775,6,2.54,0
775,7,2.58,0
776,1,1.78,2
776,2,2.1,10
776,3,1.84,9
776,4,694.2,0
776,5,2.7,0
776,6,2.54,0
776,7,2.58,0
777,1,1.78,5
777,2,2.1,5
777,3,1.84,11
777,4,698.4,0
777,5,2.7,0
777,6,2.54,0
777,7,2.58,0
778,1,1.78,6
778,2,2.1,1
778,3,1.84,4
778,4,702.6,1
778,5,2.7,0
778,6,2.54,0
778,7,2.58,0
779,1,1.78,11
779,2,2.12,0
779,3,1.84,6
779,4,692.0,0
779,5,2.7,0
779,6,2.54,0
779,7,2.6,0
780,1,1.78,7
780,2,2.12,10
780,3,1.84,2
780,4,695.4,0
780,5,2.7,0
780,6,2.54,0
780,7,2.6,0
781,1,1.78,6
781,2,2.12,12
781,3,1.84,11
781,4,699.2,0
781,5,2.7,0
781,6,2.54,0
781,7,2.6,0
782,1,1.78,23
782,2,2.12,7
782,3,1.84,21
782,4,705.0,1
782,5,2.7,0
782,6,2.54,0
782,7,2.6,0
783,1,1.78,19
783,2,2.14,11
783,3,1.84,9
783,4,707.4,0
783,5,2.7,0
783,6,2.54,0
783,7,2.62,0
784,1,1.78,15
784,2,2.14,4
784,3,1.84,16
784,4,715.2,1
784,5,2.7,0
784,6,2.54,0
784,7,2.62,0
785,1,1.78,10
785,2,2.14,7
785,3,1.84,15
785,4,707.4,0
785,5,2.72,0
785,6,2.54,0
785,7,2.62,0
786,1,1.78,4
786,2,2.14,7
786,3,1.84,2
786,4,713.8,1
786,5,2.72,0
786,6,2.54,0
786,7,2.62,0
787,1,1.78,5
787,2,2.14,10
787,3,1.84,6
787,4,704.4,1
787,5,2.72,0
787,6,2.56,0
787,7,2.62,0
788,1,1.78,2
788,2,2.14,23
788,3,1.84,9
788,4,692.4,0
788,5,2.72,0
788,6,2.56,0
788,7,2.64,0
789,1,1.78,3
789,2,2.14,29
789,3,1.84,10
789,4,699.2,0
789,5,2.72,0
789,6,2.56,0
789,7,2.64,0
790,1,1.78,9
790,2,2.14,6
790,3,1.84,6
790,4,707.6,1
790,5,2.72,0
790,6,2.56,0
790,7,2.64,0
791,1,1.78,3
791,2,2.14,9
791,3,1.84,5
791,4,699.2,1
791,5,2.74,0
791,6,2.56,0
791,7,2.64,0
792,1,1.78,7
792,2,2.14,4
792,3,1.84,3
792,4,694.8,0
792,5,2.74,0
792,6,2.58,0
792,7,2.64,0
793,1,1.78,7
793,2,2.14,3
793,3,1.84,9
793,4,697.6,0
793,5,2.74,0
793,6,2.58,0
793,7,2.64,0
794,1,1.78,4
794,2,2.14,7
794,3,1.84,11
794,4,701.4,0
794,5,2.74,0
794,6,2.58,0
794,7,2.64,0
795,1,1.78,6
795,2,2.14,11
795,3,1.86,8
795,4,705.8,1
795,5,2.74,0
795,6,2.58,0
795,7,2.64,0
796,1,1.78,6
796,2,2.14,3
796,3,1.86,7
796,4,695.4,1
796,5,2.74,0
796,6,2.6,0
796,7,2.64,0
797,1,1.78,9
